"caso_id","llamante_descripcion","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_id"
"420166","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-11-19 13:31:00","Ciudad Autónoma de Buenos Aires","02"
"420177","Otra/o sobre una situación de conflicto familiar","Femenino","Madre","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-11-19 13:35:00","Ciudad Autónoma de Buenos Aires","02"
"420178","Otra Institución","Femenino","Madre","Física y psicológica","4","0 a 5 años","Femenino","1","2","Femenino","Madre","Llamante solicitó información y/o orientación","2019-11-19 13:39:00","Ciudad Autónoma de Buenos Aires","02"
"420179","Víctima","Femenino","Madre","Física y psicológica","37","30 a 39 años","Femenino","3","1","Masculino","Padre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-19 13:49:00","Ciudad Autónoma de Buenos Aires","02"
"420180","Familiar","Femenino","Otra/o familiar","Física y psicológica","1","0 a 5 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-11-19 13:54:00","Ciudad Autónoma de Buenos Aires","02"
"419783","Víctima","Femenino","Madre","Física y psicológica","Sin dato","Sin dato","NS/NC","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2019-11-19 14:08:00","Ciudad Autónoma de Buenos Aires","02"
"420181","Víctima","Femenino","Madre","Física y psicológica","25","18 a 29 años","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-11-19 15:47:00","Ciudad Autónoma de Buenos Aires","02"
"420182","Víctima","Femenino","No hay niñas/os","Física y psicológica","70","Más de 60 años","Femenino","1","1","Masculino","Pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-19 16:11:00","Ciudad Autónoma de Buenos Aires","02"
"420183","Víctima","Femenino","Madre","Psicológica","24","18 a 29 años","Femenino","1","1","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-19 16:50:00","Ciudad Autónoma de Buenos Aires","02"
"420184","Víctima","Femenino","Otra/o familiar","Psicológica","Sin dato","Sin dato","Femenino","1","1","Femenino","Hijo/a","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-19 17:10:00","Ciudad Autónoma de Buenos Aires","02"
"420185","Comisaría","Masculino","Madre","Física y psicológica","20","18 a 29 años","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-11-19 17:27:00","Ciudad Autónoma de Buenos Aires","02"
"412893","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-11-19 18:28:00","Ciudad Autónoma de Buenos Aires","02"
"420186","Víctima","Femenino","Madre","Física y psicológica","Sin dato","Sin dato","Femenino","5","1","Masculino","Pareja","No había móviles y/o Equipos para realizar la intervención","2019-11-19 18:33:00","Ciudad Autónoma de Buenos Aires","02"
"420187","Vecina/o","Masculino","Madre","Física y psicológica","Sin dato","Sin dato","NS/NC","2","2","Masculino","Hermano/a","Llamante solicitó información y/o orientación","2019-11-19 19:31:00","Ciudad Autónoma de Buenos Aires","02"
"420186","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","Sin dato","Sin dato","Femenino","5","1","Masculino","Pareja","Se planificó intervención para otro momento","2019-11-19 19:34:00","Ciudad Autónoma de Buenos Aires","02"
"420188","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","24","18 a 29 años","Femenino","2","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-11-19 19:47:00","Ciudad Autónoma de Buenos Aires","02"
"420189","Comisaría","Masculino","No hay niñas/os","Física y psicológica","39","30 a 39 años","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-11-19 20:03:00","Ciudad Autónoma de Buenos Aires","02"
"420186","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-11-19 22:45:00","Ciudad Autónoma de Buenos Aires","02"
"420192","Comisaría","Masculino","No hay niñas/os","Física y psicológica","35","30 a 39 años","Femenino","1","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-11-20 07:24:00","Ciudad Autónoma de Buenos Aires","02"
"420193","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","43","40 a 49 años","Femenino","1","1","Masculino","Ex pareja","No había móviles y/o Equipos para realizar la intervención","2019-11-20 07:25:00","Ciudad Autónoma de Buenos Aires","02"
"420194","Comisaría","Masculino","No hay niñas/os","Física y psicológica","40","40 a 49 años","Femenino","1","1","Masculino","Pareja","No había móviles y/o Equipos para realizar la intervención","2019-11-20 07:32:00","Ciudad Autónoma de Buenos Aires","02"
"420186","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-11-20 09:31:00","Ciudad Autónoma de Buenos Aires","02"
"420195","Familiar","Femenino","Hermana/o","Física, sexual y psicológica","13","12 a 17 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-11-20 09:34:00","Ciudad Autónoma de Buenos Aires","02"
"420196","Víctima","Masculino","Padre","Psicológica","Sin dato","Sin dato","Masculino","2","1","Femenino","Ex pareja","Llamante solicitó información y/o orientación","2019-11-20 10:57:00","Ciudad Autónoma de Buenos Aires","02"
"420197","Víctima","Femenino","Madre","Psicológica","43","40 a 49 años","Femenino","3","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-11-20 11:55:00","Ciudad Autónoma de Buenos Aires","02"
"420198","Víctima","Femenino","Madre","Física y psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-11-20 12:44:00","Ciudad Autónoma de Buenos Aires","02"
"420200","Otra/o sobre una situación de conflicto familiar","Femenino","Madre","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-11-20 13:06:00","Ciudad Autónoma de Buenos Aires","02"
"420201","Familiar","Masculino","NS/NC","Física y psicológica","20","18 a 29 años","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-11-20 13:11:00","Ciudad Autónoma de Buenos Aires","02"
"420202","Víctima","Masculino","Otra/o familiar","Física y psicológica","50","50 a 59 años","Masculino","1","1","Femenino","Pareja","Llamante solicitó información y/o orientación","2019-11-20 13:15:00","Ciudad Autónoma de Buenos Aires","02"
"420203","Víctima","Masculino","Padre","Física y psicológica","35","30 a 39 años","Masculino","1","1","Femenino","Pareja","Llamante solicitó información y/o orientación","2019-11-20 13:21:00","Ciudad Autónoma de Buenos Aires","02"
"420204","Comisaría","Femenino","No hay niñas/os","Física y psicológica","27","18 a 29 años","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-11-20 18:59:00","Ciudad Autónoma de Buenos Aires","02"
"418611","Familiar","Femenino","Otra/o familiar","Física y psicológica","6","6 a 11 años","NS/NC","2","1","Masculino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-20 19:29:00","Ciudad Autónoma de Buenos Aires","02"
"419272","NS/NC","NS/NC","NS/NC","Física y psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","NS/NC","Llamante solicitó información y/o orientación","2019-11-20 19:40:00","Ciudad Autónoma de Buenos Aires","02"
"420205","Comisaría","Masculino","Otra/o no familiar","Física y psicológica","17","12 a 17 años","Femenino","2","2","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-11-20 22:33:00","Ciudad Autónoma de Buenos Aires","02"
"420206","Comisaría","Masculino","Otra/o no familiar","Psicológica","Sin dato","Sin dato","Femenino","2","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-11-20 23:40:00","Ciudad Autónoma de Buenos Aires","02"
"420207","Comisaría","Femenino","No hay niñas/os","Física y psicológica","68","Más de 60 años","Femenino","1","1","Masculino","Hijo/a","Llamante solicitó información y/o orientación","2019-11-20 23:54:00","Ciudad Autónoma de Buenos Aires","02"
"420208","Comisaría","Masculino","No hay niñas/os","Física y psicológica","54","50 a 59 años","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-11-21 02:15:00","Ciudad Autónoma de Buenos Aires","02"
"420209","Comisaría","Masculino","Otra/o no familiar","Física y psicológica","Sin dato","Sin dato","Femenino","7","1","Masculino","Padre","Llamante solicitó información y/o orientación","2019-11-21 04:29:00","Ciudad Autónoma de Buenos Aires","02"
"420210","Comisaría","Masculino","Otra/o no familiar","Física y psicológica","Sin dato","Sin dato","Femenino","2","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-11-21 04:43:00","Ciudad Autónoma de Buenos Aires","02"
"420212","Comisaría","Femenino","Otra/o no familiar","Psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","Otro/a no conviviente","Está interviniendo o se deriva a otra institución","2019-11-21 10:25:00","Ciudad Autónoma de Buenos Aires","02"
"415140","Víctima","Femenino","No hay niñas/os","Psicológica","37","30 a 39 años","Femenino","2","1","Masculino","Hermano/a","La víctima no aceptó la intervención del Equipo Móvil","2019-11-21 10:37:00","Ciudad Autónoma de Buenos Aires","02"
"420186","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-11-21 10:42:00","Ciudad Autónoma de Buenos Aires","02"
"420214","Otro/a Particular","Femenino","Otra/o no familiar","Psicológica","Sin dato","Sin dato","Femenino","1","1","Femenino","Hijo/a","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-21 10:45:00","Ciudad Autónoma de Buenos Aires","02"
"420012","Familiar","Femenino","Hermana/o","Psicológica","14","12 a 17 años","Masculino","1","1","Masculino","Madre","Llamante solicitó información y/o orientación","2019-11-21 11:01:00","Ciudad Autónoma de Buenos Aires","02"
"420218","Víctima","Femenino","Otra/o no familiar","Física y psicológica","Sin dato","Sin dato","NS/NC","5","1","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-21 12:26:00","Ciudad Autónoma de Buenos Aires","02"
"420219","Víctima","Femenino","No hay niñas/os","Física y psicológica","21","18 a 29 años","Femenino","1","1","Masculino","Pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-21 13:06:00","Ciudad Autónoma de Buenos Aires","02"
"420221","Víctima","Femenino","Otra/o familiar","Física, sexual y psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","Padre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-21 15:57:00","Ciudad Autónoma de Buenos Aires","02"
"420222","Familiar","Femenino","Otra/o familiar","Física y psicológica","25","18 a 29 años","Femenino","2","1","Masculino","Pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-21 16:59:00","Ciudad Autónoma de Buenos Aires","02"
"420223","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","23","18 a 29 años","Femenino","2","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-11-21 17:36:00","Ciudad Autónoma de Buenos Aires","02"
"417505","Otra/o sobre una situación de conflicto familiar","Femenino","NS/NC","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-11-21 18:07:00","Ciudad Autónoma de Buenos Aires","02"
"420224","Víctima","Femenino","No hay niñas/os","Psicológica","70","Más de 60 años","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-11-21 18:18:00","Ciudad Autónoma de Buenos Aires","02"
"420227","Víctima","Masculino","No hay niñas/os","Psicológica","17","12 a 17 años","Masculino","1","1","Masculino","Padre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-21 18:22:00","Ciudad Autónoma de Buenos Aires","02"
"420228","Familiar","Masculino","Otra/o no familiar","Psicológica","65","Más de 60 años","Femenino","1","1","Masculino","Hijo/a","Llamante solicitó información y/o orientación","2019-11-21 18:30:00","Ciudad Autónoma de Buenos Aires","02"
"420229","Víctima","Femenino","Madre","Física, sexual y psicológica","37","30 a 39 años","Femenino","3","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-11-21 19:26:00","Ciudad Autónoma de Buenos Aires","02"
"417505","NS/NC","Femenino","NS/NC","Psicológica","Sin dato","Sin dato","NS/NC","1","0","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2019-11-21 21:34:00","Ciudad Autónoma de Buenos Aires","02"
"412893","Víctima","Femenino","No hay niñas/os","Psicológica","Sin dato","Sin dato","Femenino","1","2","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2019-11-21 21:43:00","Ciudad Autónoma de Buenos Aires","02"
"420230","Comisaría","Femenino","Madre","Física y psicológica","39","30 a 39 años","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-11-21 22:32:00","Ciudad Autónoma de Buenos Aires","02"
"420232","Otra/o sobre una situación de conflicto familiar","Masculino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-11-21 22:57:00","Ciudad Autónoma de Buenos Aires","02"
"420233","Comisaría","Masculino","No hay niñas/os","Física y psicológica","29","18 a 29 años","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-11-21 23:24:00","Ciudad Autónoma de Buenos Aires","02"
"193744","Otro/a Particular","Femenino","NS/NC","Física y psicológica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","Pareja","Llamante solicitó información y/o orientación","2019-11-22 01:06:00","Ciudad Autónoma de Buenos Aires","02"
"420234","Otra/o sobre una situación de conflicto familiar","Masculino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-11-22 02:44:00","Ciudad Autónoma de Buenos Aires","02"
"420235","Víctima","Femenino","No hay niñas/os","Física y psicológica","30","30 a 39 años","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-11-22 09:51:00","Ciudad Autónoma de Buenos Aires","02"
"420236","Víctima","Femenino","NS/NC","Psicológica","16","12 a 17 años","Femenino","2","1","Masculino","Padre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-22 11:44:00","Ciudad Autónoma de Buenos Aires","02"
"420237","Hospital","Femenino","Otra/o no familiar","Física y psicológica","24","18 a 29 años","Femenino","3","1","Masculino","Pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-11-22 11:51:00","Ciudad Autónoma de Buenos Aires","02"
"347659","Otra Institución","Femenino","Otra/o no familiar","Física y psicológica","13","12 a 17 años","Femenino","2","1","Masculino","Padre","Se planificó intervención para otro momento","2019-11-22 11:57:00","Ciudad Autónoma de Buenos Aires","02"
"418270","Víctima","Femenino","Madre","Física y psicológica","42","40 a 49 años","Femenino","4","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-11-22 12:07:00","Ciudad Autónoma de Buenos Aires","02"
"420239","Otra/o sobre una situación de conflicto familiar","Femenino","Madre","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-11-22 12:30:00","Ciudad Autónoma de Buenos Aires","02"
"420240","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","43","40 a 49 años","Femenino","2","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-11-22 12:56:00","Ciudad Autónoma de Buenos Aires","02"
"420241","Familiar","Femenino","No hay niñas/os","Psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-11-22 13:11:00","Ciudad Autónoma de Buenos Aires","02"
"420242","Víctima","Femenino","Hermana/o","Psicológica","16","12 a 17 años","Femenino","1","2","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-22 14:29:00","Ciudad Autónoma de Buenos Aires","02"
"420243","NS/NC","Masculino","Padre","Psicológica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2019-11-22 14:40:00","Ciudad Autónoma de Buenos Aires","02"
"420242","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-11-22 14:46:00","Ciudad Autónoma de Buenos Aires","02"
"420244","Víctima","Femenino","Madre","Física y psicológica","19","18 a 29 años","Femenino","2","1","Masculino","Ex pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-22 15:24:00","Ciudad Autónoma de Buenos Aires","02"
"144979","Comisaría","Masculino","Otra/o no familiar","Física, sexual y psicológica","28","18 a 29 años","Femenino","2","1","Masculino","Pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-11-22 16:12:00","Ciudad Autónoma de Buenos Aires","02"
"359049","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-11-22 16:17:00","Ciudad Autónoma de Buenos Aires","02"
"420245","NS/NC","Femenino","No hay niñas/os","Psicológica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2019-11-22 18:03:00","Ciudad Autónoma de Buenos Aires","02"
"144979","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-11-22 18:55:00","Ciudad Autónoma de Buenos Aires","02"
"420246","Víctima","Femenino","No hay niñas/os","Psicológica","37","30 a 39 años","Femenino","1","1","Femenino","Hermano/a","Llamante solicitó información y/o orientación","2019-11-22 19:28:00","Ciudad Autónoma de Buenos Aires","02"
"420247","Otro/a Particular","Femenino","Otra/o no familiar","Física y psicológica","5","0 a 5 años","Masculino","1","1","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-22 20:50:00","Ciudad Autónoma de Buenos Aires","02"
"420248","Víctima","Femenino","No hay niñas/os","Física y psicológica","33","30 a 39 años","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-11-22 21:15:00","Ciudad Autónoma de Buenos Aires","02"
"420249","Familiar","Masculino","Padre","Física y psicológica","3","0 a 5 años","Masculino","1","1","Masculino","Otro/a conviviente","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-22 21:23:00","Ciudad Autónoma de Buenos Aires","02"
"420250","Víctima","Femenino","No hay niñas/os","Psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-11-22 22:33:00","Ciudad Autónoma de Buenos Aires","02"
"420251","Otra/o sobre una situación de conflicto familiar","Masculino","Otra/o familiar","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-11-22 23:01:00","Ciudad Autónoma de Buenos Aires","02"
"420252","Familiar","Femenino","Otra/o familiar","Psicológica","10","6 a 11 años","Masculino","1","1","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-22 23:02:00","Ciudad Autónoma de Buenos Aires","02"
"420254","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","31","30 a 39 años","Femenino","3","1","Masculino","Ex pareja","Está interviniendo o se deriva a otra institución","2019-11-23 00:48:00","Ciudad Autónoma de Buenos Aires","02"
"420255","Comisaría","Masculino","Otra/o no familiar","Física y psicológica","24","18 a 29 años","Femenino","4","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-11-23 01:52:00","Ciudad Autónoma de Buenos Aires","02"
"410282","Comisaría","Femenino","Otra/o no familiar","Psicológica","22","18 a 29 años","Femenino","2","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-11-23 02:18:00","Ciudad Autónoma de Buenos Aires","02"
"420256","Comisaría","Femenino","Madre","Física y psicológica","Sin dato","Sin dato","Femenino","2","1","Masculino","Ex pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-23 02:40:00","Ciudad Autónoma de Buenos Aires","02"
"420257","Comisaría","Masculino","No hay niñas/os","Física y psicológica","48","40 a 49 años","Femenino","1","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-11-23 02:41:00","Ciudad Autónoma de Buenos Aires","02"
"420258","Víctima","Femenino","No hay niñas/os","Física y psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-11-23 03:46:00","Ciudad Autónoma de Buenos Aires","02"
"420259","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","22","18 a 29 años","Femenino","1","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-11-23 04:23:00","Ciudad Autónoma de Buenos Aires","02"
"420260","Vecina/o","NS/NC","Otra/o no familiar","Psicológica","Sin dato","Sin dato","NS/NC","9","1","Femenino","Madre","Está interviniendo o se deriva a otra institución","2019-11-23 07:11:00","Ciudad Autónoma de Buenos Aires","02"
"144979","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-11-23 08:21:00","Ciudad Autónoma de Buenos Aires","02"
"420261","Comisaría","Masculino","No hay niñas/os","Física y psicológica","63","Más de 60 años","Femenino","1","1","Masculino","Hijo/a","Llamante solicitó información y/o orientación","2019-11-23 09:57:00","Ciudad Autónoma de Buenos Aires","02"
"420262","Otra/o sobre una situación de conflicto familiar","Masculino","Padre","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-11-23 11:41:00","Ciudad Autónoma de Buenos Aires","02"
"420264","Víctima","Femenino","NS/NC","Física y psicológica","42","40 a 49 años","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-11-23 13:00:00","Ciudad Autónoma de Buenos Aires","02"
"420264","Comisaría","Masculino","No hay niñas/os","Física y psicológica","42","40 a 49 años","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-11-23 13:11:00","Ciudad Autónoma de Buenos Aires","02"
"420268","Familiar","Femenino","No hay niñas/os","Física y psicológica","21","18 a 29 años","Femenino","1","1","Femenino","Otro/a no conviviente","Llamante solicitó información y/o orientación","2019-11-23 22:56:00","Ciudad Autónoma de Buenos Aires","02"
"420269","Hospital","Femenino","Otra/o no familiar","Física y psicológica","2","0 a 5 años","Femenino","1","1","NS/NC","NS/NC","La víctima no aceptó la intervención del Equipo Móvil","2019-11-24 00:22:00","Ciudad Autónoma de Buenos Aires","02"
"419355","Comisaría","Masculino","No hay niñas/os","Física y psicológica","36","30 a 39 años","Femenino","1","1","Masculino","Ex pareja","Se planificó intervención para otro momento","2019-11-24 01:24:00","Ciudad Autónoma de Buenos Aires","02"
"419355","Comisaría","Masculino","No hay niñas/os","Física y psicológica","36","30 a 39 años","Femenino","1","1","Masculino","Ex pareja","Se planificó intervención para otro momento","2019-11-24 01:24:00","Ciudad Autónoma de Buenos Aires","02"
"420270","Víctima","Femenino","Madre","Psicológica","Sin dato","Sin dato","Femenino","2","1","Masculino","Ex pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-24 03:43:00","Ciudad Autónoma de Buenos Aires","02"
"420271","Hospital","Femenino","Otra/o no familiar","Física y psicológica","32","30 a 39 años","Femenino","4","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-11-24 07:49:00","Ciudad Autónoma de Buenos Aires","02"
"420273","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","26","18 a 29 años","Femenino","2","1","Masculino","Pareja","Se planificó intervención para otro momento","2019-11-24 07:55:00","Ciudad Autónoma de Buenos Aires","02"
"420272","Víctima","Femenino","Hermana/o","Física y psicológica","17","12 a 17 años","Femenino","5","1","Masculino","Padre","Se planificó intervención para otro momento","2019-11-24 08:08:00","Ciudad Autónoma de Buenos Aires","02"
"420274","Víctima","Femenino","Madre","Psicológica","37","30 a 39 años","Femenino","1","1","Masculino","Pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-24 08:44:00","Ciudad Autónoma de Buenos Aires","02"
"419355","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-11-24 09:04:00","Ciudad Autónoma de Buenos Aires","02"
"420275","Víctima","Femenino","Madre","Psicológica","31","30 a 39 años","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-11-24 09:06:00","Ciudad Autónoma de Buenos Aires","02"
"420276","Comisaría","Masculino","Otra/o no familiar","Psicológica","23","18 a 29 años","Femenino","2","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-11-24 10:10:00","Ciudad Autónoma de Buenos Aires","02"
"420277","Familiar","Femenino","Padre","Física y psicológica","16","12 a 17 años","Masculino","1","1","Masculino","Padre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-24 10:48:00","Ciudad Autónoma de Buenos Aires","02"
"420279","Comisaría","Masculino","Otra/o no familiar","Física y psicológica","19","18 a 29 años","Femenino","3","1","Masculino","Pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-11-24 11:56:00","Ciudad Autónoma de Buenos Aires","02"
"420280","Familiar","Femenino","Madre","Física y psicológica","8","6 a 11 años","Femenino","1","1","Femenino","Otro/a no conviviente","Llamante solicitó información y/o orientación","2019-11-24 13:39:00","Ciudad Autónoma de Buenos Aires","02"
"420282","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","30","30 a 39 años","Femenino","3","1","Masculino","Pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-11-24 13:43:00","Ciudad Autónoma de Buenos Aires","02"
"420273","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-11-24 13:44:00","Ciudad Autónoma de Buenos Aires","02"
"420121","Víctima","Femenino","Madre","Física y psicológica","Sin dato","Sin dato","Femenino","3","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-11-24 16:10:00","Ciudad Autónoma de Buenos Aires","02"
"420279","Otra Institución","Femenino","NS/NC","Física y psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","NS/NC","Se planificó intervención para otro momento","2019-11-24 16:31:00","Ciudad Autónoma de Buenos Aires","02"
"420282","Otra Institución","Femenino","NS/NC","Física y psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","NS/NC","Se planificó intervención para otro momento","2019-11-24 16:56:00","Ciudad Autónoma de Buenos Aires","02"
"420283","Comisaría","Femenino","No hay niñas/os","Psicológica","69","Más de 60 años","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-11-24 17:42:00","Ciudad Autónoma de Buenos Aires","02"
